Zip Code,State,City,Average Annual Cost,Percent difference from national average,County
95550,California,Korbel,"$1,473.00",-22.00%,Humboldt County
96115,California,Lake City,"$1,647.00",-13.00%,Siskiyou County
96126,California,Sierraville,"$1,783.00",-6.00%,Plumas County
93524,California,Edwards,"$1,506.00",-21.00%,San Bernardino County
92378,California,Rimforest,"$1,950.00",3.00%,Siskiyou County
96014,California,Callahan,"$1,726.00",-9.00%,Humboldt County
95595,California,Zenia,"$1,758.00",-7.00%,Mendocino County
93605,California,Big Creek,"$1,676.00",-12.00%,Fresno County
96108,California,Davis Creek,"$1,652.00",-13.00%,Lake County
95910,California,Alleghany,"$1,760.00",-7.00%,Nevada County
95646,California,Kirkwood,"$1,668.00",-12.00%,Amador County
95978,California,Stirling City,"$1,690.00",-11.00%,Butte County
90071,California,Los Angeles,"$2,128.00",12.00%,Los Angeles County
95717,California,Gold Run,"$1,621.00",-15.00%,Placer County
96116,California,Likely,"$1,682.00",-11.00%,Modoc County
93603,California,Badger,"$1,614.00",-15.00%,Fresno County
95637,California,Guinda,"$1,510.00",-20.00%,Yolo County
95511,California,Alderpoint,"$1,456.00",-23.00%,Humboldt County
95601,California,Amador City,"$1,594.00",-16.00%,Amador County
96133,California,Topaz,"$1,758.00",-7.00%,Mono County
93627,California,Helm,"$1,559.00",-18.00%,Fresno County
93276,California,Tupman,"$1,738.00",-8.00%,Kern County
90822,California,Long Beach,"$1,695.00",-11.00%,Los Angeles County
93042,California,Point Mugu,"$1,283.00",-32.00%,Ventura County
95571,California,Weott,"$1,451.00",-24.00%,Humboldt County
96046,California,Hyampom,"$1,770.00",-7.00%,Trinity County
94576,California,Deer Park,"$1,320.00",-30.00%,Napa County
95986,California,Washington,"$1,723.00",-9.00%,Yolo County
92266,California,Palo Verde,"$1,837.00",-3.00%,Riverside County
94950,California,Olema,"$1,443.00",-24.00%,Marin County
93621,California,Dunlap,"$1,695.00",-11.00%,Fresno County
95930,California,Clipper Mills,"$1,665.00",-12.00%,Butte County
91948,California,Mount Laguna,"$1,699.00",-11.00%,San Diego County
95935,California,Dobbins,"$1,664.00",-12.00%,Yuba County
96111,California,Floriston,"$1,700.00",-10.00%,Placer County
95545,California,Honeydew,"$1,455.00",-23.00%,Humboldt County
93208,California,Camp Nelson,"$1,518.00",-20.00%,Tulare County
95514,California,Blocksburg,"$1,508.00",-21.00%,Humboldt County
95463,California,Navarro,"$1,520.00",-20.00%,Mendocino County
96074,California,Paskenta,"$1,719.00",-9.00%,Tehama County
95720,California,Kyburz,"$1,657.00",-13.00%,El Dorado County
95248,California,Rail Road Flat,"$1,659.00",-13.00%,Calaveras County
95559,California,Phillipsville,"$1,482.00",-22.00%,Humboldt County
95715,California,Emigrant Gap,"$1,615.00",-15.00%,Placer County
93554,California,Randsburg,"$1,538.00",-19.00%,Kern County
95493,California,Witter Springs,"$1,584.00",-17.00%,Lake County
95936,California,Downieville,"$1,789.00",-6.00%,Sierra County
96031,California,Forks Of Salmon,"$1,743.00",-8.00%,Siskiyou County
96010,California,Big Bar,"$1,793.00",-6.00%,Trinity County
92332,California,Essex,"$1,792.00",-6.00%,San Bernardino County
93522,California,Darwin,"$1,834.00",-3.00%,Inyo County
92259,California,Ocotillo,"$1,772.00",-7.00%,San Diego County
93429,California,Casmalia,"$1,238.00",-35.00%,Santa Barbara County
95335,California,Long Barn,"$1,629.00",-14.00%,Tuolumne County
96110,California,Eagleville,"$1,687.00",-11.00%,Modoc County
95429,California,Dos Rios,"$1,563.00",-18.00%,Mendocino County
96125,California,Sierra City,"$1,773.00",-7.00%,Sierra County
93226,California,Glennville,"$1,646.00",-13.00%,Kern County
95944,California,Goodyears Bar,"$1,704.00",-10.00%,Sierra County
95934,California,Crescent Mills,"$1,766.00",-7.00%,Plumas County
93287,California,Woody,"$1,654.00",-13.00%,Kern County
94573,California,Rutherford,"$1,264.00",-33.00%,Napa County
96040,California,Hat Creek,"$1,803.00",-5.00%,Shasta County
96085,California,Scott Bar,"$1,738.00",-8.00%,Siskiyou County
95325,California,Hornitos,"$1,562.00",-18.00%,Mariposa County
95679,California,Rumsey,"$1,497.00",-21.00%,Yolo County
95587,California,Piercy,"$1,582.00",-17.00%,Mendocino County
93623,California,Fish Camp,"$1,606.00",-15.00%,Madera County
95140,California,Mount Hamilton,"$1,295.00",-32.00%,Santa Clara County
96132,California,Termo,"$1,803.00",-5.00%,Modoc County
93528,California,Johannesburg,"$1,538.00",-19.00%,Kern County
93220,California,Edison,"$1,500.00",-21.00%,Fresno County
93262,California,Sequoia National Park,"$1,548.00",-18.00%,Tulare County
96123,California,Ravendale,"$1,788.00",-6.00%,Lassen County
95486,California,Villa Grande,"$1,239.00",-35.00%,Sonoma County
95981,California,Strawberry Valley,"$1,671.00",-12.00%,Butte County
95013,California,Coyote,"$1,285.00",-32.00%,Santa Clara County
95735,California,Twin Bridges,"$1,656.00",-13.00%,El Dorado County
93634,California,Lakeshore,"$1,646.00",-13.00%,Fresno County
95923,California,Canyon Dam,"$1,781.00",-6.00%,Butte County
92267,California,Parker Dam,"$1,840.00",-3.00%,San Bernardino County
96136,California,Wendel,"$1,812.00",-5.00%,Plumas County
95724,California,Norden,"$1,657.00",-13.00%,Placer County
96071,California,Old Station,"$1,801.00",-5.00%,Shasta County
94512,California,Birds Landing,"$1,320.00",-30.00%,Solano County
92384,California,Shoshone,"$1,743.00",-8.00%,Inyo County
91608,California,Universal City,"$1,970.00",4.00%,Los Angeles County
93558,California,Red Mountain,"$1,686.00",-11.00%,Kern County
95430,California,Duncans Mills,"$1,211.00",-36.00%,Sonoma County
95699,California,Drytown,"$1,682.00",-11.00%,Amador County
96119,California,Madeline,"$1,833.00",-3.00%,Modoc County
92304,California,Amboy,"$1,840.00",-3.00%,San Bernardino County
93530,California,Keeler,"$1,748.00",-8.00%,Inyo County
92364,California,Nipton,"$1,804.00",-5.00%,San Bernardino County
